Name,Code,Description
Ciertas enfermedades infecciosas y parasitarias,A804,Poliomielitis aguda no paralitica
Ciertas enfermedades infecciosas y parasitarias,A809,"Poliomielitis aguda, sin otra especificacion"
Ciertas enfermedades infecciosas y parasitarias,A810,Enfermedad de Creutzfeldt-Jakob
Ciertas enfermedades infecciosas y parasitarias,A811,Panencefalitis esclerosante subaguda
Ciertas enfermedades infecciosas y parasitarias,A812,Leucoencefalopatia multifocal progresiva
Ciertas enfermedades infecciosas y parasitarias,A818,Otras infecciones del sistema nervioso central por virus atipico
Ciertas enfermedades infecciosas y parasitarias,A819,"Infecciones del sistema nervioso central por virus atipico, sin otra especificacion"
Ciertas enfermedades infecciosas y parasitarias,A820,Rabia selvatica
Ciertas enfermedades infecciosas y parasitarias,A821,Rabia urbana
Ciertas enfermedades infecciosas y parasitarias,A829,"Rabia, sin otra especificacion"
Ciertas enfermedades infecciosas y parasitarias,A830,Encefalitis japonesa
Ciertas enfermedades infecciosas y parasitarias,A831,Encefalitis equina del oeste
Ciertas enfermedades infecciosas y parasitarias,A832,Encefalitis equina del este
Ciertas enfermedades infecciosas y parasitarias,A833,Encefalitis de San Luis
Ciertas enfermedades infecciosas y parasitarias,A834,Encefalitis australiana
Ciertas enfermedades infecciosas y parasitarias,A835,Encefalitis de California
Ciertas enfermedades infecciosas y parasitarias,A836,Enfermedad por virus Rocio
Ciertas enfermedades infecciosas y parasitarias,A838,Otras encefalitis virales transmitidas por mosquitos
Ciertas enfermedades infecciosas y parasitarias,A839,"Encefalitis viral transmitida por mosquitos, sin otra especificacion"
Ciertas enfermedades infecciosas y parasitarias,A840,Encefalitis del Lejano Oriente transmitida por garrapatas [encefalitis primaveroestival rusa]
Ciertas enfermedades infecciosas y parasitarias,A841,Encefalitis centroeuropea transmitida por garrapatas
Ciertas enfermedades infecciosas y parasitarias,A848,Otras encefalitis virales transmitida por garrapatas
Ciertas enfermedades infecciosas y parasitarias,A849,"Encefalitis viral transmitida por garrapatas, sin otra especificacion"
Ciertas enfermedades infecciosas y parasitarias,A850,Encefalitis enteroviral
Ciertas enfermedades infecciosas y parasitarias,A851,Encefalitis por adenovirus
Ciertas enfermedades infecciosas y parasitarias,A852,"Encefalitis viral transmitida por artropodos, sin otra especifcacion"
Ciertas enfermedades infecciosas y parasitarias,A858,Otras encefalitis virales especifcadas
Ciertas enfermedades infecciosas y parasitarias,A86X,"Encefalitis viral, no especificada"
Ciertas enfermedades infecciosas y parasitarias,A870,Meningitis enteroviral
Ciertas enfermedades infecciosas y parasitarias,A871,Meningitis debida a adenovirus
Ciertas enfermedades infecciosas y parasitarias,A872,Coriomeningitis linfocitica
Ciertas enfermedades infecciosas y parasitarias,A878,Otras meningitis virales
Ciertas enfermedades infecciosas y parasitarias,A879,"Meningitis viral, sin otra especificacion"
Ciertas enfermedades infecciosas y parasitarias,A880,Fiebre exantematica enteroviral [exantema de Boston]
Ciertas enfermedades infecciosas y parasitarias,A881,Vertigo epidemico
Ciertas enfermedades infecciosas y parasitarias,A888,Otras infecciones virales especificadas del sistema nervioso central
Ciertas enfermedades infecciosas y parasitarias,A89X,"Infeccion viral del sistema nervioso central, no especificada"
Ciertas enfermedades infecciosas y parasitarias,A920,Enfermedad por virus Chikungunya
Ciertas enfermedades infecciosas y parasitarias,A921,Fiebre de O'nyong-nyong
Ciertas enfermedades infecciosas y parasitarias,A922,Fiebre equina venezolana
Ciertas enfermedades infecciosas y parasitarias,A923,Infeccion por virus del oeste del Nilo
Ciertas enfermedades infecciosas y parasitarias,A924,Fiebre del valle del Rift
Ciertas enfermedades infecciosas y parasitarias,A925,Enfermedad por virus Zika
Ciertas enfermedades infecciosas y parasitarias,A928,Otras fiebres virales especificadas transmitidas por mosquitos
Ciertas enfermedades infecciosas y parasitarias,A929,"Fiebre viral transmitida por mosquito, sin otra especificacion"
Ciertas enfermedades infecciosas y parasitarias,A930,Enfermedad por virus de Oropouche
Ciertas enfermedades infecciosas y parasitarias,A931,Fiebre transmitida por flebotomos
Ciertas enfermedades infecciosas y parasitarias,A932,Fiebre de Colorado transmitida por garrapatas
Ciertas enfermedades infecciosas y parasitarias,A938,Otras fiebres virales especificadas transmitidas por artropodos
Ciertas enfermedades infecciosas y parasitarias,A94X,"Fiebre viral transmitida por artropodos, no especificada"
Ciertas enfermedades infecciosas y parasitarias,A950,Fiebre amarilla selvatica
Ciertas enfermedades infecciosas y parasitarias,A951,Fiebre amarilla urbana
Ciertas enfermedades infecciosas y parasitarias,A959,"Fiebre amarilla, no especificada"
Ciertas enfermedades infecciosas y parasitarias,A960,Fiebre hemorragica de Junin
Ciertas enfermedades infecciosas y parasitarias,A961,Fiebre hemorragica de Machupo
Ciertas enfermedades infecciosas y parasitarias,A962,Fiebre de Lassa
Ciertas enfermedades infecciosas y parasitarias,A968,Otras fiebres hemorragicas por arenavirus
Ciertas enfermedades infecciosas y parasitarias,A969,"Fiebre hemorragica por arenavirus, sin otra especificacion"
Ciertas enfermedades infecciosas y parasitarias,A970,Dengue sin signos de alarma
Ciertas enfermedades infecciosas y parasitarias,A971,Dengue con signos de alarma
Ciertas enfermedades infecciosas y parasitarias,A972,Dengue severo
Ciertas enfermedades infecciosas y parasitarias,A979,Dengue no especificado
Ciertas enfermedades infecciosas y parasitarias,A980,Fiebre hemorragica de Crimea-Congo
Ciertas enfermedades infecciosas y parasitarias,A981,Fiebre hemorragica de Omsk
Ciertas enfermedades infecciosas y parasitarias,A982,Enfermedad de la selva Kyasanur
Ciertas enfermedades infecciosas y parasitarias,A983,Enfermedad por el virus de Marburg
Ciertas enfermedades infecciosas y parasitarias,A984,Enfermedad por el virus de Ebola
Ciertas enfermedades infecciosas y parasitarias,A985,Fiebres hemorragicas con sindrome renal
Ciertas enfermedades infecciosas y parasitarias,A988,Otras fiebres hemorragicas virales especificadas
Ciertas enfermedades infecciosas y parasitarias,A99X,"Fiebre viral hemorragica, no especificada"
Ciertas enfermedades infecciosas y parasitarias,B000,Eczema herpetico
Ciertas enfermedades infecciosas y parasitarias,B001,Dermatitis vesicular herpetica
Ciertas enfermedades infecciosas y parasitarias,B002,Gingivoestomatitis y faringoamigdalitis herpetica
Ciertas enfermedades infecciosas y parasitarias,B003,Meningitis herpetica
Ciertas enfermedades infecciosas y parasitarias,B004,Encefalitis herpetica
Ciertas enfermedades infecciosas y parasitarias,B005,Oculopatia herpetica
Ciertas enfermedades infecciosas y parasitarias,B007,Enfermedad herpetica diseminada
Ciertas enfermedades infecciosas y parasitarias,B008,Otras formas de infecciones herpeticas
Ciertas enfermedades infecciosas y parasitarias,B009,"Infeccion debida al virus del herpes, no especificada"
Ciertas enfermedades infecciosas y parasitarias,B010,Meningitis debida a varicela
Ciertas enfermedades infecciosas y parasitarias,B011,Encefalitis debida a varicela
Ciertas enfermedades infecciosas y parasitarias,B012,Neumonia debida a varicela
Ciertas enfermedades infecciosas y parasitarias,B018,Varicela con otras complicaciones
Ciertas enfermedades infecciosas y parasitarias,B019,Varicela sin complicaciones
Ciertas enfermedades infecciosas y parasitarias,B020,Encefalitis debida a herpes zoster
Ciertas enfermedades infecciosas y parasitarias,B021,Meningitis debida a herpes zoster
Ciertas enfermedades infecciosas y parasitarias,B022,Herpes zoster con otros compromisos del sistema nervioso
Ciertas enfermedades infecciosas y parasitarias,B023,Herpes zoster ocular
Ciertas enfermedades infecciosas y parasitarias,B027,Herpes zoster diseminado
Ciertas enfermedades infecciosas y parasitarias,B028,Herpes zoster con otras complicaciones
Ciertas enfermedades infecciosas y parasitarias,B029,Herpes zoster sin complicaciones
Ciertas enfermedades infecciosas y parasitarias,B03X,Viruela
Ciertas enfermedades infecciosas y parasitarias,B04X,Viruela de los monos
Ciertas enfermedades infecciosas y parasitarias,B050,Sarampion complicado con encefalitis
Ciertas enfermedades infecciosas y parasitarias,B051,Sarampion complicado con meningitis
Ciertas enfermedades infecciosas y parasitarias,B052,Sarampion complicado con neumonia
Ciertas enfermedades infecciosas y parasitarias,B053,Sarampion complicado con otitis media
Ciertas enfermedades infecciosas y parasitarias,B054,Sarampion con complicaciones intestinales
Ciertas enfermedades infecciosas y parasitarias,B058,Sarampion con otras complicaciones
Ciertas enfermedades infecciosas y parasitarias,B059,Sarampion sin complicaciones
Ciertas enfermedades infecciosas y parasitarias,B060,Rubeola con complicaciones neurologicas
Ciertas enfermedades infecciosas y parasitarias,B068,Rubeola con otras complicaciones
Ciertas enfermedades infecciosas y parasitarias,B069,Rubeola sin complicaciones
Ciertas enfermedades infecciosas y parasitarias,B07X,Verrugas viricas
Ciertas enfermedades infecciosas y parasitarias,B080,Otras infecciones debidas a ortopoxvirus
Ciertas enfermedades infecciosas y parasitarias,B081,Molusco contagioso
Ciertas enfermedades infecciosas y parasitarias,B082,Exantema subito [sexta enfermedad]
Ciertas enfermedades infecciosas y parasitarias,B083,Eritema infeccioso [quinta enfermedad]
Ciertas enfermedades infecciosas y parasitarias,B084,Estomatitis vesicular enteroviral con exantema
Ciertas enfermedades infecciosas y parasitarias,B085,Faringitis vesicular enterovirica
Ciertas enfermedades infecciosas y parasitarias,B088,"Otras infecciones virales especificadas, caracterizadas por lesiones de la piel y de las membranas mucosas"
Ciertas enfermedades infecciosas y parasitarias,B09X,"Infeccion viral no especificada, caracterizada por lesiones de la piel y de las membranas mucosas"
Ciertas enfermedades infecciosas y parasitarias,B150,"Hepatitis aguda tipo A, con coma hepatico"
Ciertas enfermedades infecciosas y parasitarias,B159,"Hepatitis aguda tipo A, sin coma hepatico"
Ciertas enfermedades infecciosas y parasitarias,B160,"Hepatitis aguda tipo B, con agente delta (coinfeccion), con coma hepatico"
Ciertas enfermedades infecciosas y parasitarias,B161,"Hepatitis aguda tipo B, con agente delta (coinfeccion), sin coma hepatico"
Ciertas enfermedades infecciosas y parasitarias,B162,"Hepatitis aguda tipo B, sin agente delta, con coma hepatico"
Ciertas enfermedades infecciosas y parasitarias,B169,"Hepatitis aguda tipo B, sin agente delta y sin coma hepatico"
Ciertas enfermedades infecciosas y parasitarias,B170,Infeccion (superinfeccion) aguda por agente delta en la hepatitis B cronica
Ciertas enfermedades infecciosas y parasitarias,B171,Hepatitis aguda tipo C
Ciertas enfermedades infecciosas y parasitarias,B172,Hepatitis aguda tipo E
Ciertas enfermedades infecciosas y parasitarias,B178,Otras hepatitis virales agudas especificadas
Ciertas enfermedades infecciosas y parasitarias,B179,Hepatitis viral aguda no especificada
Ciertas enfermedades infecciosas y parasitarias,B180,"Hepatitis viral tipo B cronica, con agente delta"
Ciertas enfermedades infecciosas y parasitarias,B181,"Hepatitis viral tipo B cronica, sin agente delta"
Ciertas enfermedades infecciosas y parasitarias,B182,Hepatitis viral tipo C cronica
Ciertas enfermedades infecciosas y parasitarias,B188,Otras hepatitis virales cronicas
Ciertas enfermedades infecciosas y parasitarias,B189,"Hepatitis viral cronica, sin otra especificacion"
Ciertas enfermedades infecciosas y parasitarias,B190,Hepatitis viral no especificada con coma hepatico
Ciertas enfermedades infecciosas y parasitarias,B199,Hepatitis viral no especificada sin coma hepatico
Ciertas enfermedades infecciosas y parasitarias,B200,"Enfermedad por VIH, resultante en infeccion por micobacterias"
Ciertas enfermedades infecciosas y parasitarias,B201,"Enfermedad por VIH, resultante en otras infecciones bacterianas"
Ciertas enfermedades infecciosas y parasitarias,B202,"Enfermedad por VIH, resultante en enfermedad por citomegalovirus"
Ciertas enfermedades infecciosas y parasitarias,B203,"Enfermedad por VIH, resultante en otras infecciones virales"
Ciertas enfermedades infecciosas y parasitarias,B204,"Enfermedad por VIH, resultante en candidiasis"
Ciertas enfermedades infecciosas y parasitarias,B205,"Enfermedad por VIH, resultante en otras micosis"
Ciertas enfermedades infecciosas y parasitarias,B206,"Enfermedad por VIH, resultante en neumonia por Pneumocystis carinii"
Ciertas enfermedades infecciosas y parasitarias,B207,"Enfermedad por VIH, resultante en infecciones multiples"
Ciertas enfermedades infecciosas y parasitarias,B208,"Enfermedad por VIH, resultante en otras enfermedades infecciosas o parasitarias"
Ciertas enfermedades infecciosas y parasitarias,B209,"Enfermedad por VIH, resultante en enfermedad infecciosa o parasitaria no especificada"
Ciertas enfermedades infecciosas y parasitarias,B210,"Enfermedad por VIH, resultante en sarcoma de Kaposi"
Ciertas enfermedades infecciosas y parasitarias,B211,"Enfermedad por VIH, resultante en linfoma de Burkitt"
Ciertas enfermedades infecciosas y parasitarias,B212,"Enfermedad por VIH, resultante en otros tipos de linfoma no Hodgkin"
Ciertas enfermedades infecciosas y parasitarias,B213,"Enfermedad por VIH, resultante en otros tumores malignos del tejido linfoide, hematopoyetico y tejidos relacionados"
Ciertas enfermedades infecciosas y parasitarias,B217,"Enfermedad por VIH, resultante en tumores malignos multiples"
Ciertas enfermedades infecciosas y parasitarias,B218,"Enfermedad por VIH, resultante en otros tumores malignos"
Ciertas enfermedades infecciosas y parasitarias,B219,"Enfermedad por VIH, resultante en tumores malignos no especificados"
Ciertas enfermedades infecciosas y parasitarias,B220,"Enfermedad por VIH, resultante en encefalopatia"
Ciertas enfermedades infecciosas y parasitarias,B221,"Enfermedad por VIH, resultante en neumonitis linfoide intersticial"
Ciertas enfermedades infecciosas y parasitarias,B222,"Enfermedad por VIH, resultante en sindrome caquectico"
Ciertas enfermedades infecciosas y parasitarias,B227,"Enfermedad por VIH, resultante en enfermedades multiples clasificadas en otra parte"
Ciertas enfermedades infecciosas y parasitarias,B230,Sindrome de infeccion aguda debida a VIH
